#sample	Num_CNVs	Num_Auto_Del	Num_Auto_Dup	Num_ChrX_Del	Num_ChrX_Dup	Len_CNVs	Len_Auto_Del	Len_Auto_Dup	Len_ChrX_Del	Len_ChrX_Dup	Chrm_aberration
SF_0712|SF_0712	1	0	1	0	0	201334	0	201334	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22ME|BOURG_8568239	1	1	0	0	0	132532	132532	0	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_B01_143226.CEL	4	2	2	0	0	495293	173922	321371	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_A03_143064.CEL	6	3	2	0	1	877767	465801	368905	0	43061	
con_scz_aber_eur_A6.0*Ab_PT-24QT|HERBS_BIP18369	1	0	1	0	0	67164	0	67164	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NOT|LAIRS_00S098	1	0	0	0	1	90723	0	0	0	90723	
p1250|p1250	4	1	3	0	0	661452	27148	634304	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24ST|COVET_BIP18388	3	1	2	0	0	363518	44187	319331	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_C09_143356.CEL	5	4	1	0	0	480414	335169	145245	0	0	
SF_0014|SF_0014	3	2	1	0	0	802596	141883	660713	0	0	
p318|p318	4	3	1	0	0	175058	126805	48253	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PM6|COAST_AZ9295-3	3	1	2	0	0	597605	90510	507095	0	0	
p1262|p1262	2	2	0	0	0	94604	94604	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NVO|REBID_0S2103	1	0	1	0	0	182931	0	182931	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-236X|DRECK_12763952	1	1	0	0	0	104684	104684	0	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1S23|SODIC_36114180	2	1	1	0	0	80715	25793	54922	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NSW|LAIRS_00S281	2	2	0	0	0	117916	117916	0	0	0	
c934|c934	5	0	5	0	0	289955	0	289955	0	0	
SF_0308|SF_0308	1	0	1	0	0	96081	0	96081	0	0	
SF_0385|SF_0385	1	0	0	1	0	126743	0	0	126743	0	
cas_scz_port_eur_A6.0*Port_PT-1ODD|MINOR_AZE196-3	1	1	0	0	0	75015	75015	0	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S8A|SODIC_36112258	3	1	2	0	0	314640	244716	69924	0	0	
SF_0419|SF_0419	2	1	1	0	0	234501	123942	110559	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-233T|STILT_12763940	3	1	2	0	0	166625	61552	105073	0	0	
p649|p649	4	2	2	0	0	274610	121782	152828	0	0	
con_scz_port_eur_A6.0*Port_PT-1PPO|SNOOP_AZ8365-16	1	0	1	0	0	56739	0	56739	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S25|CHICO_36112512	2	2	0	0	0	44995	44995	0	0	0	
SF_0601|SF_0601	1	0	1	0	0	125126	0	125126	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OG4|MINOR_AZ9158-1	4	2	2	0	0	796827	176815	620012	0	0	
SF_0722|SF_0722	4	2	2	0	0	233345	170371	62974	0	0	
SF_0900|SF_0900	1	1	0	0	0	48079	48079	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22ET|TRACK_33262609	2	2	0	0	0	94480	94480	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23V7|ADDER_12772415	1	1	0	0	0	135994	135994	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-2472|STILT_33261719	1	0	1	0	0	205185	0	205185	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25KG|DRECK_BIP18406	2	1	1	0	0	302936	141418	161518	0	0	
c875|c875	1	0	1	0	0	105456	0	105456	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-231K|MUTER_12764039	3	2	1	0	0	513586	433058	80528	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25K6|DRECK_BIP18394	2	1	1	0	0	533055	205075	327980	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25BI|BLOCK_BIP18572	4	2	2	0	0	752730	153838	598892	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IH|BLOCK_12776091	4	3	1	0	0	465492	402876	62616	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_E03_143264.CEL	3	3	0	0	0	185890	185890	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NO5|LAIRS_00S074	1	1	0	0	0	25316	25316	0	0	0	
SF_0337|SF_0337	3	2	1	0	0	1083937	393114	690823	0	0	
SF_0117|SF_0117	3	2	1	0	0	293741	133340	160401	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NVC|GAUZE_00S991	2	1	1	0	0	147806	55031	92775	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1TBN|PALEA_36112694	3	2	1	0	0	698463	629696	68767	0	0	
SF_0437|SF_0437	2	0	2	0	0	1094441	0	1094441	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22R7|UNMAN_8567832	2	0	2	0	0	958250	0	958250	0	0	
con_scz_port_eur_A6.0*Port_PT-1PQ8|COAST_AZ8385-3	1	1	0	0	0	42322	42322	0	0	0	
p1307|p1307	5	3	2	0	0	331659	172396	159263	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1SBW|PALEA_36112349	3	1	1	0	1	946730	803233	47488	0	96009	
con_scz_aber_eur_A6.0*Ab_PT-246D|MAUND_33262598	3	2	1	0	0	347001	264271	82730	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1S2R|SODIC_36113786	4	1	2	0	1	318571	42684	121871	0	154016	
con_scz_aber_eur_A6.0*Ab_PT-23ZZ|UNMAN_33262184	4	0	4	0	0	602212	0	602212	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-232S|WRACK_12765049	2	2	0	0	0	47281	47281	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NN5|SORGO_00S038	2	1	1	0	0	445456	16911	428545	0	0	
con_scz_aber_eur_A6.0*Ab_PT-246L|GENIP_33262586	2	1	1	0	0	89494	57130	32364	0	0	
SF_0001|SF_0001	3	2	1	0	0	341014	207193	133821	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22PD|HERBS_8568247	5	2	3	0	0	1139185	788045	351140	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PJ4|MOGGY_AZ8015-7	1	1	0	0	0	120849	120849	0	0	0	
c621|c621	2	0	2	0	0	869983	0	869983	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25JO|COVET_BIP19449	2	1	1	0	0	1064360	857853	206507	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NUJ|RYNDS_00S649	3	0	1	0	2	472050	0	116879	0	355171	
con_scz_aber_eur_A6.0*Ab_PT-23I3|THERM_12776406	1	1	0	0	0	61965	61965	0	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PFZ|COAST_AZE152-3	3	2	1	0	0	242297	138133	104164	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_C04_143084.CEL	3	1	1	0	1	1690239	62750	122253	0	1505236	
cas_scz_port_eur_A6.0*Port_PT-1PBW|AWING_AZE039-3	1	1	0	0	0	123942	123942	0	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1SBO|STORK_36113561	1	1	0	0	0	77805	77805	0	0	0	
SF_0911|SF_0911	1	0	1	0	0	18786	0	18786	0	0	
con_scz_port_eur_A6.0*Port_PT-1P98|COAST_AZC513-513	3	0	3	0	0	1026842	0	1026842	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22LI|WHEYS_8568211	3	3	0	0	0	1545426	1545426	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NW9|NADAS_0S2123	5	0	3	0	2	744131	0	711188	0	32943	
SF_0824|SF_0824	3	0	3	0	0	328649	0	328649	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O16|NADAS_0S2260	3	1	2	0	0	220269	160670	59599	0	0	
cas_scz_port_eur_A6.0*Port_PT-1O9N|MINOR_AZ9145-2	1	1	0	0	0	34740	34740	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-24BY|ADDER_16824784	3	1	2	0	0	240178	28210	211968	0	0	
SF_0118|SF_0118	2	0	1	1	0	200434	0	133035	67399	0	
c609|c609	2	0	2	0	0	407283	0	407283	0	0	
SF_0805|SF_0805	4	1	3	0	0	397105	54226	342879	0	0	
SF_0931|SF_0931	3	1	2	0	0	205045	77928	127117	0	0	
c883|c883	3	1	2	0	0	2739679	45549	2694130	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25KI|WHEYS_BIP18550	2	1	1	0	0	154348	55112	99236	0	0	
SF_0592|SF_0592	4	3	1	0	0	195748	172460	23288	0	0	
p1136|p1136	3	3	0	0	0	116933	116933	0	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1RVK|STORK_36114172	1	0	1	0	0	255475	0	255475	0	0	
c570|c570	4	1	3	0	0	441554	151824	289730	0	0	
SF_0253|SF_0253	2	1	1	0	0	166254	132971	33283	0	0	
SF_0989|SF_0989	5	4	1	0	0	2098887	1995401	103486	0	0	
c577|c577	5	4	1	0	0	202945	176129	26816	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S72|SODIC_36112359	2	2	0	0	0	198804	198804	0	0	0	
c1016|c1016	4	1	3	0	0	547893	36857	511036	0	0	
c964|c964	4	2	2	0	0	504849	166509	338340	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-2398|STILT_12764499	1	1	0	0	0	88048	88048	0	0	0	
XENON_p_Bipolar_ED_Affy_P3_REDO_BI_SNP_B09_162182.CEL	2	1	1	0	0	96492	58027	38465	0	0	
p515|p515	7	3	3	0	1	642439	110902	375284	0	156253	
SF_0850|SF_0850	3	2	1	0	0	1056246	957010	99236	0	0	
p576|p576	2	1	1	0	0	222083	145694	76389	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OZ1|COAST_AZ9121-1	3	0	3	0	0	486126	0	486126	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-238Q|UNMAN_12764493	2	1	1	0	0	71797	37746	34051	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S1P|CHICO_36112309	2	1	1	0	0	295927	43920	252007	0	0	
SF_0972|SF_0972	2	1	1	0	0	152495	41901	110594	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22FE|TRACK_33262350	1	0	1	0	0	375678	0	375678	0	0	
con_scz_port_eur_A6.0*Port_PT-1OHO|ANISE_AZ8255-6	4	2	2	0	0	1563016	462577	1100439	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OZ8|COAST_AZ9129-2	1	0	1	0	0	37927	0	37927	0	0	
c788|c788	5	1	4	0	0	2109388	96600	2012788	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25IZ|COVET_BIP19509	1	1	0	0	0	485502	485502	0	0	0	
p1176|p1176	1	0	1	0	0	490139	0	490139	0	0	
SF_0349|SF_0349	1	1	0	0	0	18289	18289	0	0	0	
con_scz_port_eur_A6.0*Port_PT-1OIA|SNOOP_AZ8278-3	2	0	2	0	0	144029	0	144029	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PC4|AWING_AZE051-3	2	0	2	0	0	288471	0	288471	0	0	
p1305|p1305	5	3	2	0	0	512849	402394	110455	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22F4|STILT_33262510	1	1	0	0	0	105119	105119	0	0	0	
SF_0257|SF_0257	1	0	0	1	0	106293	0	0	106293	0	
con_scz_port_eur_A6.0*Port_PT-1OI8|ANISE_AZ8275-9	1	1	0	0	0	88605	88605	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22FJ|WATAP_33262344	1	1	0	0	0	111996	111996	0	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PGL|COAST_AZE180-3	5	1	4	0	0	662085	289939	372146	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_D08_143150.CEL	4	3	1	0	0	571207	492062	79145	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22QO|WATAP_8567816	2	2	0	0	0	123872	123872	0	0	0	
SF_0290|SF_0290	2	1	1	0	0	198494	75223	123271	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22FI|HERBS_33262347	2	0	1	0	1	551859	0	533829	0	18030	
c897|c897	5	0	5	0	0	360052	0	360052	0	0	
con_scz_aber_eur_A6.0*Ab_PT-2475|WHEYS_33262367	4	1	2	0	1	581360	254878	116502	0	209980	
XENON_p_Bipolar_ED_Affy_P3_REDO_BI_SNP_B01_162054.CEL	1	1	0	0	0	31126	31126	0	0	0	
p829|p829	4	3	1	0	0	1219841	369351	850490	0	0	
con_scz_aber_eur_A6.0*Ab_PT-2427|WATAP_33261623	1	0	1	0	0	465911	0	465911	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PHW|AWING_AZ8566-11	1	0	0	0	1	83986	0	0	0	83986	
cas_scz_aber_eur_A6.0*Ab_PT-22RR|STILT_8567854	5	4	1	0	0	2508581	2248065	260516	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23PM|BOURG_12785465	2	0	2	0	0	697742	0	697742	0	0	
c920|c920	2	0	2	0	0	261562	0	261562	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23PV|THERM_12777694	2	1	1	0	0	168531	127990	40541	0	0	
SF_0843|SF_0843	2	1	0	1	0	81520	22853	0	58667	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O26|HOBOS_0S2296	1	0	1	0	0	25343	0	25343	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22K9|ADDER_12766159	1	1	0	0	0	55120	55120	0	0	0	
p224|p224	3	1	2	0	0	258986	193611	65375	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25CQ|THERM_BIP18413	1	1	0	0	0	47636	47636	0	0	0	
c881|c881	2	1	0	0	1	125509	19143	0	0	106366	
con_scz_aber_eur_A6.0*Ab_PT-25JI|COVET_BIP18560	2	1	1	0	0	258856	109067	149789	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1SDH|CHICO_36112957	1	1	0	0	0	115164	115164	0	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_A06_143304.CEL	3	2	1	0	0	427633	264603	163030	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1S1O|CHICO_36112838	2	0	2	0	0	415001	0	415001	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_F10_143378.CEL	2	0	2	0	0	169960	0	169960	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22X9|WATAP_12765045	2	1	1	0	0	125045	51302	73743	0	0	
c603|c603	1	1	0	0	0	20438	20438	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23VE|GENIP_12766298	2	0	2	0	0	392812	0	392812	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OZ7|MOGGY_AZ9128-3	1	1	0	0	0	41511	41511	0	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1RVC|CHICO_36113580	1	0	0	0	1	53312	0	0	0	53312	
SF_0723|SF_0723	1	0	0	1	0	61137	0	0	61137	0	
cas_scz_aber_eur_A6.0*Ab_PT-232O|HERBS_12765109	1	0	1	0	0	57960	0	57960	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25K9|UNMAN_BIP18312	1	0	1	0	0	83198	0	83198	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24EQ|ADDER_33262441	1	0	1	0	0	57134	0	57134	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PFT|SNOOP_AZE142-3	4	4	0	0	0	316453	316453	0	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_A11_143192.CEL	4	2	2	0	0	353399	182878	170521	0	0	
SF_0704|SF_0704	3	1	2	0	0	236501	58785	177716	0	0	
XENON_p_Bipolar_ED_Affy_P3_REDO_BI_SNP_B11_162214.CEL	3	3	0	0	0	117703	117703	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-233Q|TRACK_12763941	2	1	1	0	0	595528	15658	579870	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22PR|MAUND_8568262	4	1	3	0	0	429526	112013	317513	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-23CW|WATAP_12764448	5	4	1	0	0	1087585	582001	505584	0	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_E12_143216.CEL	1	1	0	0	0	100415	100415	0	0	0	
p469|p469	2	0	2	0	0	341034	0	341034	0	0	
SF_0127|SF_0127	1	1	0	0	0	91265	91265	0	0	0	
c979|c979	1	0	1	0	0	53051	0	53051	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NYE|SORGO_0S2198	4	2	2	0	0	703276	132773	570503	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22AB|BLOCK_33262045	2	0	2	0	0	224831	0	224831	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23IL|WRACK_12781095	2	0	2	0	0	101646	0	101646	0	0	
con_scz_aber_eur_A6.0*Ab_PT-246Q|BLOCK_33262514	2	1	1	0	0	45953	16358	29595	0	0	
cas_scz_port_eur_A6.0*Port_PT-1OBO|MINOR_AZ9342-1	5	3	2	0	0	1662416	203248	1459168	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24SQ|MUTER_BIP18433	2	1	1	0	0	88651	29761	58890	0	0	
TONDO_p_Bipolar_ED_Affy_P2_BI_SNP_D11_143390.CEL	3	2	1	0	0	297547	147279	150268	0	0	
con_scz_port_eur_A6.0*Port_PT-1OGD|MINOR_AZ9182-3	1	0	1	0	0	45861	0	45861	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22EI|UNMAN_33262480	3	1	1	0	1	201632	64079	60358	0	77195	
NOT_IN_PGC_MASTER|ADDER_10139310	1	1	0	0	0	28640	28640	0	0	0	
SF_0625|SF_0625	2	1	1	0	0	596298	214550	381748	0	0	
TEPEE_p_Bipolar_ED_Affy_P4_BI_SNP_A05_143486.CEL	2	1	1	0	0	426897	175713	251184	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25IP|GOUTS_BIP19448	3	0	3	0	0	246030	0	246030	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1TCS|STORK_36114105	3	1	1	0	1	683014	611145	48639	0	23230	
cas_scz_uclo_eur_A6.0*UCL_PT-1NUX|GAUZE_00S663	2	1	1	0	0	88552	27608	60944	0	0	
con_scz_port_eur_A6.0*Port_PT-1P8Q|MOGGY_AZ8459-11	3	1	1	0	1	418043	40134	170028	0	207881	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_H05_143110.CEL	1	1	0	0	0	63093	63093	0	0	0	
SF_1136|SF_1136	3	2	1	0	0	485308	89732	395576	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-232L|MUTER_12765083	7	4	3	0	0	729370	521170	208200	0	0	
cas_scz_port_eur_A6.0*Port_PT-1ODU|MINOR_AZ8024-3	2	0	1	0	1	831783	0	794338	0	37445	
cas_scz_port_eur_A6.0*Port_PT-1OAS|MINOR_AZ9219-3	1	1	0	0	0	309396	309396	0	0	0	
c791|c791	1	0	1	0	0	178754	0	178754	0	0	
c591|c591	1	1	0	0	0	13009	13009	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22LD|COVET_8568206	1	1	0	0	0	458475	458475	0	0	0	
SF_0761|SF_0761	2	1	1	0	0	188896	161336	27560	0	0	
SF_1099|SF_1099	4	2	2	0	0	673330	213708	459622	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-237Z|WATAP_12764503	3	3	0	0	0	171191	171191	0	0	0	
con_scz_port_eur_A6.0*Port_PT-1P8I|COAST_AZ8451-3	1	1	0	0	0	52519	52519	0	0	0	
p550|p550	5	3	2	0	0	292855	225556	67299	0	0	
con_scz_aber_eur_A6.0*Ab_PT-241Q|STILT_33261670	3	2	1	0	0	369991	224055	145936	0	0	
con_scz_port_eur_A6.0*Port_PT-1P8C|SNOOP_AZ8445-16	2	2	0	0	0	49012	49012	0	0	0	
SF_0558|SF_0558	1	1	0	0	0	58121	58121	0	0	0	
SF_0100|SF_0100	1	0	1	0	0	17847	0	17847	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-238E|COVET_12764013	3	1	1	0	1	354422	91989	206507	0	55926	
cas_scz_port_eur_A6.0*Port_PT-1O92|MINOR_AZ9131-1	3	2	0	1	0	336450	121134	0	215316	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O2F|LAIRS_0S2305	2	1	1	0	0	220342	82565	137777	0	0	
SF_1055|SF_1055	4	1	2	1	0	288731	91782	168127	28822	0	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_G03_143076.CEL	3	2	1	0	0	494071	277244	216827	0	0	
con_scz_port_eur_A6.0*Port_PT-1P7K|MOGGY_AZ8418-9	2	1	1	0	0	307332	101730	205602	0	0	
c687|c687	2	1	1	0	0	55734	12054	43680	0	0	
con_scz_swe1_eur_A5.0*Sw1_PT-1TCP|PALEA_36113740	3	2	1	0	0	157782	86485	71297	0	0	
con_scz_aber_eur_A6.0*Ab_PT-25II|MAUND_BIP18425	1	1	0	0	0	21937	21937	0	0	0	
p523|p523	4	1	2	0	1	326111	158650	76738	0	90723	
cas_scz_aber_eur_A6.0*Ab_PT-229V|WATAP_12558888	2	0	2	0	0	189174	0	189174	0	0	
SF_0994|SF_0994	4	1	3	0	0	689858	55864	633994	0	0	
c1011|c1011	5	2	3	0	0	1108288	58233	1050055	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24R6|HERBS_BIP18442	1	1	0	0	0	230839	230839	0	0	0	
cas_scz_port_eur_A6.0*Port_PT-1O7N|MINOR_AZ9028-23	4	1	0	0	3	231807	76926	0	0	154881	
SF_0910|SF_0910	2	0	2	0	0	503435	0	503435	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22AH|WHEYS_33262046	2	1	1	0	0	59563	37518	22045	0	0	
SF_0369|SF_0369	2	0	2	0	0	830457	0	830457	0	0	
c637|c637	6	1	5	0	0	686298	19676	666622	0	0	
SF_0775|SF_0775	1	0	1	0	0	42433	0	42433	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23PG|GENIP_12772362	1	1	0	0	0	475415	475415	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-229M|ADDER_8619207	4	2	2	0	0	215654	100963	114691	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-23CK|HERBS_12764472	4	1	2	0	1	566155	66152	83309	0	416694	
con_scz_aber_eur_A6.0*Ab_PT-242Y|TRACK_33262629	3	1	2	0	0	747116	141671	605445	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23WF|TRACK_33262264	1	0	1	0	0	32613	0	32613	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-237O|COVET_12764526	1	1	0	0	0	35693	35693	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQ7|LAIRS_00S150	2	0	2	0	0	68480	0	68480	0	0	
c916|c916	1	0	1	0	0	431940	0	431940	0	0	
c1018|c1018	4	3	1	0	0	364414	288266	76148	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NRJ|LAIRS_00S231	2	1	1	0	0	1470126	48479	1421647	0	0	
con_scz_port_eur_A6.0*Port_PT-1OHW|MOGGY_AZ8264-4	2	0	2	0	0	155382	0	155382	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQ2|SORGO_00S145	2	1	1	0	0	629653	39614	590039	0	0	
c905|c905	3	1	1	0	1	99933	54756	19859	0	25318	
cas_scz_aber_eur_A6.0*Ab_PT-22PT|ADDER_8568264	2	0	2	0	0	287326	0	287326	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1O3Q|HOBOS_0S2351	3	2	0	0	1	145686	92051	0	0	53635	
SF_0807|SF_0807	3	1	2	0	0	689840	61275	628565	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PFF|SAUCY_AZE121-3	13	1	12	0	0	1236083	83029	1153054	0	0	
p1081|p1081	4	2	2	0	0	392722	189439	203283	0	0	
p811|p811	4	2	2	0	0	1880000	278340	1601660	0	0	
con_scz_port_eur_A6.0*Port_PT-1OJL|AWING_AZ8325-14	2	1	1	0	0	1326869	97948	1228921	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22Q2|THERM_8568281	3	2	1	0	0	293956	140629	153327	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23I1|MAUND_12776432	1	1	0	0	0	37686	37686	0	0	0	
p748|p748	1	1	0	0	0	64581	64581	0	0	0	
cas_scz_swe1_eur_A5.0*Sw1_PT-1SE1|PALEA_36112320	1	0	1	0	0	1967503	0	1967503	0	0	
SF_0719|SF_0719	1	1	0	0	0	122131	122131	0	0	0	
p785|p785	6	1	5	0	0	361572	57174	304398	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NS6|RYNDS_00S255	4	2	0	0	2	443246	149003	0	0	294243	
cas_scz_port_eur_A6.0*Port_PT-1O6V|MINOR_AZ8022-3	2	1	1	0	0	78663	45824	32839	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24T8|THERM_BIP18569	1	0	0	1	0	81468	0	0	81468	0	
p641|p641	2	2	0	0	0	25506	25506	0	0	0	
con_scz_aber_eur_A6.0*Ab_PT-2489|MUTER_33262311	3	1	2	0	0	309165	21348	287817	0	0	
SF_0754|SF_0754	1	0	1	0	0	71790	0	71790	0	0	
cas_scz_port_eur_A6.0*Port_PT-1P1B|CONCH_AZ9222-3	2	1	1	0	0	93943	61397	32546	0	0	
SF_0518|SF_0518	2	2	0	0	0	103745	103745	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQV|HOBOS_00S205	2	1	1	0	0	190751	52330	138421	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NYT|NADAS_0S2213	1	0	1	0	0	57435	0	57435	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22G3|STILT_33261758	3	2	1	0	0	613829	172291	441538	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22FV|BOURG_33262281	3	1	1	1	0	1516689	39375	1397738	79576	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NQ3|HOBOS_00S146	3	2	1	0	0	2324028	2141856	182172	0	0	
c887|c887	2	1	1	0	0	221400	67263	154137	0	0	
con_scz_aber_eur_A6.0*Ab_PT-24RO|COVET_BIP19496	2	0	1	0	1	658259	0	571623	0	86636	
LIMNS_p_Bipolar_ED_Affy_P1_BI_SNP_B05_143098.CEL	4	3	1	0	0	511212	268553	242659	0	0	
con_scz_aber_eur_A6.0*Ab_PT-23W5|BOURG_12786447	1	0	1	0	0	19968	0	19968	0	0	
p276|p276	1	1	0	0	0	47869	47869	0	0	0	
cas_scz_port_eur_A6.0*Port_PT-1PRF|MOGGY_AZ9349-7	5	2	2	0	1	613581	203032	185599	0	224950	
con_scz_port_eur_A6.0*Port_PT-1PQD|SAUCY_AZ8391-9	2	2	0	0	0	103600	103600	0	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NRA|HOBOS_00S220	2	2	0	0	0	87241	87241	0	0	0	
SF_0766|SF_0766	4	2	2	0	0	303539	202855	100684	0	0	
c702|c702	8	4	4	0	0	1508944	389649	1119295	0	0	
p1289|p1289	2	0	2	0	0	82255	0	82255	0	0	
cas_scz_uclo_eur_A6.0*UCL_PT-1NYW|SORGO_0S2216	1	1	0	0	0	346253	346253	0	0	0	
cas_scz_aber_eur_A6.0*Ab_PT-22FA|BOURG_33262360	1	1	0	0	0	118080	118080	0	0	0	
p1330|p1330	13	2	10	0	1	1226354	90850	1012772	0	122732	
